"flight_name","capacity","fuel","airline","manufacture_year","range_km","status"
"FL04772","136","14.91","Davidson, Anderson and Moore Airlines","1998","6673","Retiré"
"FL12226","111","23.86","Alvarez-Lopez Airlines","2009","10388","Maintenance"
"FL80060","254","77.91","Benjamin PLC Airlines","2024","5321","Retiré"
"FL33097","304","53.79","Garcia Inc Airlines","2022","8294","Retiré"
"FL21745","364","10.93","Weeks-Leon Airlines","2011","2631","Maintenance"
"FL66781","313","85.79","Sparks-Walsh Airlines","2003","11031","Actif"
"FL78241","339","54.04","Taylor PLC Airlines","2002","10075","Retiré"
"FL38212","369","72.32","Melton LLC Airlines","1997","7484","Actif"
"FL79570","280","91.01","Ramirez Ltd Airlines","2003","7028","Actif"
"FL20831","317","23.12","Hardy and Sons Airlines","2012","8111","Actif"
"FL51053","199","67.7","Harrison-Hardy Airlines","1994","10484","Maintenance"
"FL62145","174","66.51","Martin-Taylor Airlines","2003","4208","Retiré"
"FL20855","319","10.54","Palmer, Lee and Rodriguez Airlines","2008","12154","Maintenance"
"FL10900","400","25.04","Gomez-Webb Airlines","1990","14423","Maintenance"
"FL51211","273","70.95","Garcia, Turner and Watson Airlines","2018","5460","Retiré"
"FL40674","243","61.13","Rodriguez-Price Airlines","1998","11352","Maintenance"
"FL65455","305","53.29","Mcconnell-Rivera Airlines","2025","6330","Actif"
"FL93695","143","95.55","Wilson-Smith Airlines","2021","6591","Retiré"
"FL89534","230","95.68","Grant-Parker Airlines","2016","10505","Actif"
"FL67133","375","46.31","Clark-Hardin Airlines","2007","10869","Actif"
"FL17449","317","11.86","Brown-Moore Airlines","2006","2163","Maintenance"
"FL67360","266","65.64","Davis, Dennis and Diaz Airlines","2018","3837","Retiré"
"FL86160","238","41.05","Davidson-Bradshaw Airlines","2021","10761","Retiré"
"FL63062","199","11.01","Holloway, Johnston and Henson Airlines","2003","4185","Actif"
"FL73764","262","80.58","Austin, Johnson and Ford Airlines","2020","8498","Retiré"
"FL52294","236","87.34","Vincent-Martin Airlines","1997","12545","Actif"
"FL08778","131","96.24","Alexander, Rubio and Jackson Airlines","2020","10054","Maintenance"
"FL83413","233","69.12","Ross-Edwards Airlines","2003","4917","Actif"
"FL90280","337","43.33","Serrano Ltd Airlines","2020","10822","Maintenance"
"FL32372","290","96.67","Stanton-Hoffman Airlines","2011","11489","Retiré"
"FL51666","349","22.26","Olson LLC Airlines","2007","3031","Maintenance"
"FL47779","216","77.31","Novak Ltd Airlines","2025","5824","Retiré"
"FL35147","266","47.45","Parker-Johnson Airlines","1991","10675","Maintenance"
"FL57004","275","32.68","Green-Wilson Airlines","1995","11534","Actif"
"FL47244","146","21.72","Lopez-Brown Airlines","2023","4364","Retiré"
"FL62175","309","26.44","Aguilar, Williams and Powell Airlines","1992","6280","Actif"
"FL72418","188","42.5","Oliver-Hardy Airlines","1999","13697","Retiré"
"FL38568","257","56.87","Newman Ltd Airlines","2022","13627","Maintenance"
"FL16629","334","94.66","Lopez Ltd Airlines","1997","5159","Retiré"
"FL31430","269","95.45","Rodriguez, Hartman and Myers Airlines","2017","9562","Actif"
"FL37369","272","21.23","Reid, Johns and Garcia Airlines","2011","2681","Retiré"
"FL87287","224","66.57","Jackson-Porter Airlines","1995","2732","Maintenance"
"FL58036","143","68.25","Banks-Williams Airlines","2003","2267","Retiré"
"FL51136","355","91.55","Ramsey-Robinson Airlines","2022","11430","Maintenance"
"FL84191","160","42.25","Jones-Perez Airlines","2009","10093","Retiré"
"FL27120","161","79.74","Gray Ltd Airlines","2010","3271","Retiré"
"FL07929","374","35.69","Dunlap, Hernandez and Vincent Airlines","1993","2137","Actif"
"FL09547","130","98.91","Parsons-Young Airlines","2023","8957","Actif"
"FL10534","123","34.33","Juarez-Douglas Airlines","2008","8309","Retiré"
"FL11752","298","53.05","Richards, Bass and Holland Airlines","2013","12226","Retiré"
"FL77513","400","91.77","Clark, Wilson and Brown Airlines","1994","4475","Retiré"
"FL47174","384","58.94","Harmon Group Airlines","2021","11028","Actif"
"FL63797","197","41.09","Smith, Ellis and Garcia Airlines","2016","6341","Retiré"
"FL51737","279","16.92","Taylor-Torres Airlines","1997","7399","Actif"
"FL94187","119","14.92","Wright-Daniels Airlines","2018","9377","Actif"
"FL64245","314","81.99","Carter, Wood and Rivera Airlines","2025","13992","Retiré"
"FL05659","328","99.25","Burns and Sons Airlines","2003","14554","Retiré"
"FL69423","114","47.54","Johnson-Bates Airlines","2022","7608","Retiré"
"FL85702","100","11.5","Davis, Yates and Lambert Airlines","1999","11595","Retiré"
"FL99552","273","20.78","Burke, Torres and Willis Airlines","2021","14637","Retiré"
"FL84830","343","64.16","Cox-Wilson Airlines","2012","10270","Retiré"
"FL03517","396","73.11","Willis, Clark and Jordan Airlines","2005","7975","Retiré"
"FL69452","127","19.49","Moore Inc Airlines","1994","13884","Retiré"
"FL58520","267","90.81","Burns-Atkinson Airlines","1997","8566","Retiré"
"FL17040","189","22.11","Pineda PLC Airlines","2018","8346","Maintenance"
"FL25572","338","32.86","Johnson-Ramirez Airlines","2017","3317","Retiré"
"FL08495","192","34.77","Smith, West and Robinson Airlines","1995","5254","Maintenance"
"FL08938","349","11.42","Brown-Berry Airlines","1990","2583","Retiré"
"FL29717","321","86.69","Jones-Solomon Airlines","1996","10181","Maintenance"
"FL21132","192","32.45","Jacobs Group Airlines","2023","5509","Actif"
"FL91400","119","61.07","Thornton-Hurley Airlines","2002","14110","Actif"
"FL24594","314","41.7","Harris-Kelley Airlines","2003","9277","Maintenance"
"FL76614","227","70.47","Holloway-Brown Airlines","2021","12623","Actif"
"FL22850","294","13.26","Hunter Group Airlines","2023","8769","Actif"
"FL43042","279","87.34","Tucker, Flores and Johnson Airlines","2017","13321","Retiré"
"FL18883","137","56.8","Lewis and Sons Airlines","2023","12494","Actif"
"FL34411","185","22.71","Mcdonald Group Airlines","2011","13493","Retiré"
"FL91084","276","97.31","Jackson and Sons Airlines","2022","12229","Maintenance"
"FL70487","254","79.84","Hamilton, Terry and Mckinney Airlines","2014","13348","Maintenance"
"FL80926","226","12.4","Flynn Inc Airlines","1997","7912","Maintenance"
"FL01024","193","10.02","Jackson, Martin and King Airlines","1997","2659","Actif"
"FL73991","311","13.75","Cook, Summers and Chan Airlines","2013","2728","Maintenance"
"FL81493","177","94.55","Hood, Mccoy and Chavez Airlines","2006","12816","Actif"
"FL57523","119","17.58","Long and Sons Airlines","2000","11307","Retiré"
"FL08338","183","47.37","Jackson-Wagner Airlines","2002","10615","Maintenance"
"FL37510","228","67.05","Ford, Branch and Rogers Airlines","2018","6596","Actif"
"FL29652","155","48.14","Moody PLC Airlines","1997","13164","Actif"
"FL72999","216","11.98","Reynolds-Pearson Airlines","2020","3460","Retiré"
"FL71641","323","99.06","Ferguson LLC Airlines","1995","5255","Retiré"
"FL69405","270","10.16","Gay-Carson Airlines","2001","10467","Retiré"
"FL61515","397","72.84","Sandoval Ltd Airlines","2019","12961","Actif"
"FL07902","314","70.37","Anderson and Sons Airlines","1996","13925","Maintenance"
"FL38375","397","22.34","Foster-Miller Airlines","1994","4113","Retiré"
"FL89585","144","98.89","Hernandez LLC Airlines","2024","14252","Maintenance"
"FL65358","203","95.29","Rojas, Wong and Mckay Airlines","2011","6602","Retiré"
"FL44562","270","55.09","Phillips, Dean and Smith Airlines","2009","4464","Retiré"
"FL33520","152","66.76","Sheppard-Ramirez Airlines","1992","7039","Retiré"
"FL73396","335","76.68","Smith Ltd Airlines","1994","14718","Maintenance"
"FL75456","376","49.53","Pearson PLC Airlines","2015","3340","Retiré"
"FL66325","143","70.5","Lynch-Adams Airlines","1997","2765","Actif"
"FL11667","173","59.36","Turner LLC Airlines","2008","14848","Retiré"
"FL15005","232","90.62","Boyd-Schneider Airlines","1997","4009","Retiré"
"FL61430","381","82.46","Cameron-Griffith Airlines","1993","5462","Retiré"
"FL37139","399","17.73","Aguilar, Shepherd and Dean Airlines","2016","9753","Retiré"
"FL68228","163","90.17","Knight-Cochran Airlines","2021","14795","Retiré"
"FL62043","370","35.9","Blair, Dodson and Johnson Airlines","2012","6603","Maintenance"
"FL86985","279","75.86","Guerra-Choi Airlines","1998","6219","Maintenance"
"FL95230","316","33.55","Warren-Shields Airlines","2024","10313","Retiré"
"FL29120","342","19.62","Montes, Rhodes and Duran Airlines","2008","14542","Maintenance"
"FL62320","307","47.88","Morgan, Gallegos and James Airlines","2010","8263","Maintenance"
"FL48675","235","93.79","Curtis and Sons Airlines","1997","8468","Retiré"
"FL50099","284","55.8","Shepard, Reeves and Daniel Airlines","2025","2024","Retiré"
"FL63322","152","17.87","Meyer PLC Airlines","1998","3349","Retiré"
"FL78017","346","69.14","Bailey-Nelson Airlines","1992","7571","Maintenance"
"FL34580","291","56.27","Short, Harper and Moore Airlines","2003","13825","Retiré"
"FL80415","107","68.02","Crawford, Harris and Richards Airlines","2010","13015","Retiré"
"FL59565","183","80.42","Porter, Goodman and Bell Airlines","2020","14977","Retiré"
"FL84409","156","96.36","Weiss, Davis and Roberts Airlines","2021","9112","Actif"
"FL45274","181","93.73","Mccoy-Simpson Airlines","1998","8762","Maintenance"
"FL77475","107","29.64","Hudson and Sons Airlines","2011","14120","Actif"
"FL01696","265","39.81","Tucker, Murphy and Brown Airlines","2022","9300","Actif"
"FL41025","163","97.87","Anderson, Flynn and Best Airlines","2025","2978","Maintenance"
"FL23040","317","97.64","Gilbert, Waters and Edwards Airlines","2008","10709","Retiré"
"FL04186","128","22.18","Pearson-Smith Airlines","2000","3004","Actif"
"FL74767","188","99.99","Floyd, Lopez and Curry Airlines","2011","3162","Maintenance"
"FL59043","251","47.59","Carson, Garza and Smith Airlines","1992","6290","Actif"
"FL29329","198","12.32","Robinson, Wallace and Mcneil Airlines","2020","7360","Retiré"
"FL85028","167","56.69","Roberts-Lane Airlines","2019","6721","Maintenance"
"FL73662","264","27.92","Blake Group Airlines","2015","5103","Actif"
"FL42349","263","72.73","Johnson-Ford Airlines","1998","2704","Retiré"
"FL92747","269","16.89","Sandoval-Reed Airlines","2015","6017","Actif"
"FL74545","185","92.93","Warren-Stout Airlines","2005","9919","Retiré"
"FL41114","386","72.84","Frank Inc Airlines","2011","10369","Retiré"
"FL39169","153","35.09","Ford Ltd Airlines","2017","12813","Retiré"
"FL41571","340","67.46","Hardy Inc Airlines","1997","6280","Maintenance"
"FL02640","161","43.66","Lee LLC Airlines","2010","14833","Actif"
"FL43796","219","66.7","Scott-Thompson Airlines","1999","12836","Maintenance"
"FL62303","340","28.46","Martinez, Sanchez and Schwartz Airlines","2002","13402","Maintenance"
"FL87149","295","85.73","Roberts and Sons Airlines","1994","13126","Maintenance"
"FL05191","113","60.87","Torres, Oconnor and Maldonado Airlines","2002","11103","Actif"
"FL83327","286","39.53","Scott Ltd Airlines","2000","10192","Retiré"
"FL37088","229","53.18","Cameron-Snyder Airlines","2004","5922","Actif"
"FL91380","248","63.1","Fitzgerald, Lucas and Park Airlines","2000","9071","Retiré"
"FL81176","131","69.43","Thornton-Foster Airlines","2013","7149","Actif"
"FL92177","243","73.03","Edwards-Hoffman Airlines","2019","8838","Retiré"
"FL13161","207","55.01","Paul-Johnson Airlines","2018","2276","Actif"
"FL13065","256","57.03","Young, Norman and Hill Airlines","1991","10509","Retiré"
"FL27019","319","12.68","Jones Group Airlines","2014","2502","Maintenance"
"FL61683","269","81.23","Hernandez-Brooks Airlines","2014","6610","Retiré"
"FL45338","400","41.0","Cook-Romero Airlines","2018","13527","Maintenance"
"FL88239","110","28.77","Hart Group Airlines","2002","7707","Maintenance"
"FL54069","103","24.19","Nguyen and Sons Airlines","2019","10092","Maintenance"
"FL21685","205","55.92","Thomas Group Airlines","1997","8258","Maintenance"
"FL01402","189","18.88","Gross, Jones and Stokes Airlines","2017","5885","Maintenance"
"FL77014","329","66.89","Heath LLC Airlines","1997","3550","Retiré"
"FL45823","122","38.95","Clark-Nguyen Airlines","2000","12216","Actif"
"FL73784","106","35.81","Hamilton, Jones and Bush Airlines","2009","12917","Retiré"
"FL56225","326","99.51","Gordon Ltd Airlines","1997","2328","Retiré"
"FL42664","377","42.79","Raymond-Ramirez Airlines","2023","14720","Maintenance"
"FL33929","308","32.27","Pierce LLC Airlines","2019","10793","Actif"
"FL42083","209","25.82","Mcguire, Ryan and Castro Airlines","1995","5244","Retiré"
"FL01466","199","93.8","James PLC Airlines","2002","8100","Retiré"
"FL21524","129","87.31","Wilcox-Faulkner Airlines","2017","3232","Retiré"
"FL13230","254","93.17","Johnson Ltd Airlines","2020","10814","Maintenance"
"FL51540","264","19.24","Burnett and Sons Airlines","2017","3825","Maintenance"
"FL79987","226","20.57","Mills-Vang Airlines","2024","2885","Actif"
"FL66832","192","43.86","Hall, Ortiz and Sanchez Airlines","1993","12855","Actif"
"FL24771","211","97.03","Herman, Wise and Beck Airlines","1992","4516","Actif"
"FL21137","205","30.78","Kelly Group Airlines","2016","13555","Maintenance"
"FL95853","196","69.91","Fleming-Jones Airlines","2017","10266","Actif"
"FL27521","270","94.94","Torres, Richardson and Ruiz Airlines","2000","6348","Retiré"
"FL54563","319","28.37","King PLC Airlines","1994","5338","Retiré"
"FL65157","397","27.01","Johnson-Mitchell Airlines","1992","2902","Actif"
"FL21960","221","11.77","Carlson and Sons Airlines","2016","4979","Actif"
"FL24287","268","26.93","Ortiz, Higgins and Bates Airlines","2007","3204","Actif"
"FL67195","181","40.82","Cruz Ltd Airlines","2022","6674","Maintenance"
"FL59608","176","55.55","Jensen Group Airlines","2006","5421","Maintenance"
"FL88485","320","65.67","Lang, Jacobs and Allen Airlines","2021","2988","Actif"
"FL33084","273","19.58","Taylor, Morse and Underwood Airlines","2022","12868","Actif"
"FL24306","359","69.06","Morris PLC Airlines","2010","8524","Actif"
"FL01963","112","74.5","Smith, Perkins and Ross Airlines","2008","9004","Maintenance"
"FL31689","339","93.18","Carlson Ltd Airlines","1998","9864","Maintenance"
"FL13010","304","53.1","Contreras-Mueller Airlines","2005","13819","Actif"
"FL06161","115","76.53","Mccarthy, Jacobson and Snow Airlines","2013","7262","Maintenance"
"FL25399","136","52.52","Cruz-Weaver Airlines","1999","5177","Retiré"
"FL50279","114","29.79","Delacruz-Bass Airlines","1996","11670","Maintenance"
"FL19957","397","56.34","Combs PLC Airlines","2014","8790","Actif"
"FL75549","202","13.59","Brooks and Sons Airlines","2003","14092","Retiré"
"FL90003","133","39.79","Baker-Taylor Airlines","1992","9824","Retiré"
"FL51460","263","57.38","Johnson Ltd Airlines","2016","8637","Maintenance"
"FL96332","225","16.07","Richardson and Sons Airlines","1990","12897","Actif"
"FL43434","350","62.98","Thompson and Sons Airlines","2006","6193","Actif"
"FL41667","189","33.23","Caldwell, Rowe and Fletcher Airlines","2019","7256","Maintenance"
"FL87148","111","62.82","West PLC Airlines","2007","10483","Maintenance"
"FL61983","285","33.17","Davis-Cooper Airlines","2001","10677","Retiré"
"FL14917","203","67.07","Ramirez Group Airlines","1991","4920","Retiré"
"FL03638","124","62.03","Gonzales-Serrano Airlines","2022","2682","Actif"
"FL01967","118","71.65","Simmons-Wade Airlines","2000","8945","Maintenance"
"FL57082","237","94.52","Reyes-Montgomery Airlines","2001","6632","Maintenance"
"FL84412","328","25.22","Martinez LLC Airlines","2008","6307","Maintenance"
"FL03558","202","89.14","Peterson, George and Miller Airlines","2025","7691","Retiré"
"FL07453","395","32.16","King, Vaughan and Hall Airlines","2016","10986","Actif"
"FL12185","368","82.27","Davis, Alvarez and Pittman Airlines","2001","8793","Retiré"
"FL95714","297","31.19","Hudson Ltd Airlines","2004","6690","Actif"
"FL67747","345","36.79","Blackwell, Hawkins and Cruz Airlines","2018","10133","Actif"
"FL89080","250","10.76","Jackson, Gilbert and Hill Airlines","2005","6874","Actif"
"FL53738","388","99.95","Lane, Barker and Summers Airlines","1993","4982","Actif"
"FL74229","310","27.57","Brewer, Goodman and Knight Airlines","2004","12295","Retiré"
"FL95293","355","77.32","Young Ltd Airlines","2019","12103","Retiré"
"FL12426","303","26.94","Pollard and Sons Airlines","1991","14382","Maintenance"
"FL78606","374","91.99","Sampson Group Airlines","1996","7956","Retiré"
"FL19292","150","30.1","Monroe Group Airlines","1996","5024","Maintenance"
"FL06343","101","36.19","Webster Group Airlines","2003","5186","Maintenance"
"FL34576","303","76.62","Bird, Frye and Ellis Airlines","1993","9458","Retiré"
"FL67075","190","46.48","Davis-Herrera Airlines","1998","10798","Actif"
"FL34487","330","54.47","Thompson-Smith Airlines","2011","11705","Maintenance"
"FL84582","149","70.22","Morgan, Hicks and Donaldson Airlines","2025","10019","Maintenance"
